reactants,products
CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)Cl.OC1Cc2cccc(-c3ccccc3)c2C1,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OC1Cc2cccc(-c3ccccc3)c2C1
C=CCOC(=O)C1=C(S[C@H]2C[C@@H](COCCNC(N)=O)N(C(=O)OCC=C)C2)[C@H](C)[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](COCCNC(N)=O)C3)[C@H](C)[C@H]12
CC(C)Nc1nc(Cl)c(C#N)c(NC2CC2)n1.C[O-],COc1nc(NC(C)C)nc(NC2CC2)c1C#N
CCCCCCCCCCCCCCCCCCNCc1ccc(CNCCCCCCCCCCCCCCCCCC)cc1.O=C(OOC(=O)c1ccccc1)c1ccccc1,CCCCCCCCCCCCCCCCCCN(Cc1ccc(CN(CCCCCCCCCCCCCCCCCC)OC(=O)c2ccccc2)cc1)OC(=O)c1ccccc1
COC(=O)C1C(C(OC(=O)[O-])C(Cl)(Cl)Cl)C1(C)C.ClP(Cl)Cl,COC(=O)C1C(C(OP(Cl)Cl)C(Cl)(Cl)Cl)C1(C)C
CN(C)C=CC(=O)c1ccncc1.Nc1n[nH]cc1C(=O)c1nccs1,O=C(c1nccs1)c1cnn2c(-c3ccncc3)ccnc12
CC1(C)CC(C(O)CNc2nc(Cl)nc(NCC(O)C3CC(C)(C)NC(C)(C)C3)n2)CC(C)(C)N1.CCCCCCCCCCCCN,CCCCCCCCCCCCNc1nc(NCC(O)C2CC(C)(C)NC(C)(C)C2)nc(NCC(O)C2CC(C)(C)NC(C)(C)C2)n1
CCO.COc1cc(C=CC(=O)O)cc(OC)c1O,CCOC(=O)C=Cc1cc(OC)c(O)c(OC)c1
COc1cccc2c1CCC2N1CCCCC1,Oc1cccc2c1CCC2N1CCCCC1
CCN.O=c1[nH]c2ccccc2c(=O)o1,CCn1c(=O)[nH]c2ccccc2c1=O
c1ccc(-c2cc[n+](CCCCc3c[nH]c4ccccc34)cc2)cc1,c1ccc(C2CCN(CCCCc3c[nH]c4ccccc34)CC2)cc1
CSc1nnc(-c2ccccc2)c(C)n1.O=C(c1ccco1)N1CCNCC1,Cc1nc(N2CCN(C(=O)c3ccco3)CC2)nnc1-c1ccccc1
CC(=O)O.COC,CC(=O)Oc1ccccc1
CSC(=C[N+](=O)[O-])NCCSCc1[nH]cnc1C.NCCSCc1nccs1,Cc1nc[nH]c1CSCCNC(=C[N+](=O)[O-])NCCSCc1nccs1
Cc1cc(C#N)c(Cl)nc1C.NNC(N)=O,Cc1cc(C=O)c(Cl)nc1C
CCC(=O)N(CCCC(=O)O)C(c1ccccc1)c1ccccc1.CCO.CCOC(=O)CCCCNC(c1ccccc1)c1ccccc1.[OH-],CCC(=O)N(CCCC(=O)N(CCCCC(=O)O)C(c1ccccc1)c1ccccc1)C(c1ccccc1)c1ccccc1
CC(=O)OCCc1ccccc1S(=O)(=O)NC(C)(C)C,CC(=O)OCCc1ccccc1S(N)(=O)=O
CC1Cc2c(-n3nc(C(=O)O)c(=O)[nH]c3=O)ccc(Cl)c2O1,CC1Cc2c(-n3ncc(=O)[nH]c3=O)ccc(Cl)c2O1
CC(=O)Cl.O=c1c([NH+]2CCCC2)c(O)c2cccnc2n1-c1ccccc1,CC(=O)Oc1c(N2CCCC2)c(=O)n(-c2ccccc2)c2ncccc12
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,FC(F)(F)COc1ccc(OCC(F)(F)F)cc1
CCOC(=O)C(OC1CCN(C(C)=O)CC1)c1ccccc1,CC(=O)N1CCC(OC(CO)c2ccccc2)CC1
NC(=O)NCCO.O=CC(Cl)(Cl)Cl,O=C(NCCOC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl
CCSc1nc(-c2ccccc2)c(-c2ccccc2)o1.O=C(OO)c1cccc(Cl)c1,CCS(=O)c1nc(-c2ccccc2)c(-c2ccccc2)o1
CCOC(=O)[C@H](CCC(F)(F)C(C)(C)OC(C)OCC)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC5CCCCO5)C[C@H](OC5CCCCO5)[C@]4(C)[C@H]3CC[C@]12C,CCOC(C)OC(C)(C)C(F)(F)CC[C@@H](CO)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC5CCCCO5)C[C@H](OC5CCCCO5)[C@]4(C)[C@H]3CC[C@]12C
CC(=O)O[C@H]1C[C@]2(C)[C@@H](O)CC[C@H]2[C@@H]2CCC3=CC(=O)C=C[C@]3(C)[C@@]12F.CS(=O)(=O)Cl,CC(=O)O[C@H]1C[C@]2(C)[C@@H](OS(C)(=O)=O)CC[C@H]2[C@@H]2CCC3=CC(=O)C=C[C@]3(C)[C@@]12F
CC(=O)Oc1ccc(Cl)cc1C(=O)Cl.N#CCC#N,N#Cc1c(N)oc2ccc(Cl)cc2c1=O
CCCI.COc1cccc(C2=CCCNC2)c1,CCCN1CCC=C(c2cccc(OC)c2)C1
CC1(C)CC(=O)C(Br)C(=O)C1.CNC(N)=S,CNc1nc2c(s1)C(=O)CC(C)(C)C2
CCO.CN(CCN1NC2=CC(=O)N(c3ccccc3)c3cc(Cl)ccc3N2C1=O)Cc1ccccc1,CNC(C)CN1NC2=CC(=O)N(c3ccccc3)c3cc(Cl)ccc3N2C1=O
BrCc1ccccn1.C1CCNC1,c1ccc(CN2CCCC2)nc1
ClP(Cl)(Cl)(Cl)Cl.O=C1Nc2ccccc2Oc2c1csc2Cl,ClC1=Nc2ccccc2Oc2c1csc2Cl
NC1CCN(C2CCCCC2)C1.O=C(Cl)c1cccc2ccccc12,O=C(NC1CCN(C2CCCCC2)C1)c1cccc2ccccc12
CC(=O)Nc1cc(F)c(F)cc1[N+](=O)[O-],Nc1cc(F)c(F)cc1[N+](=O)[O-]
N#Cc1cc(C(F)(F)F)ccc1Oc1ccc([N+](=O)[O-])c(C(=O)Cl)c1.OC1CCOC1,N#Cc1cc(C(F)(F)F)ccc1Oc1ccc([N+](=O)[O-])c(C(=O)OC2CCOC2)c1
CC(C)=O.CC1(C)CC(=O)c2cc(O)c(O)cc2O1,COc1cc2c(cc1O)C(=O)CC(C)(C)O2
O=C(O)CCSC(=S)Nc1c(F)c(F)c(F)c(F)c1F,O=C1CCSC(=S)N1c1c(F)c(F)c(F)c(F)c1F
NC(=O)c1ccc([N+](=O)[O-])cc1,NC(=O)c1ccc(N)cc1
CN1CCNCC1.O=C(O)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12,CN1CCN(C(=O)Cc2c(-c3ccc(Cl)cc3)nc3ccccn23)CC1
Cc1ccc(S(=O)(=O)Cl)cc1.OCCCl,Cc1ccc(S(=O)(=O)OCCCl)cc1
CC1=C(C(=S)OCOC(=O)C(C)(C)C)N2C(=O)C(NC(=O)C(=NOCC(=O)OC(c3ccccc3)c3ccccc3)c3csc(N)n3)[C@H]2SC1,CC1=C(C(=S)OCOC(=O)C(C)(C)C)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)[C@H]2SC1
BrCCOc1ccc(-c2cc3ccccc3o2)cc1.COc1ccc(C(=O)Cl)cc1,COc1ccc(C(=O)c2c(-c3ccc(OCCBr)cc3)oc3ccccc23)cc1
Sc1ccccc1.c1ccc(CN2CC3OC3C2)cc1,O[C@@H]1CN(Cc2ccccc2)C[C@H]1Sc1ccccc1
COc1ccc2cc(C(Cl)C(=O)O)ccc2c1.[SH-],COc1ccc2cc(C(S)C(=O)O)ccc2c1
CCCCSCCCc1cc(O)c2c(c1)NC(C)CC2CCO.[BH3-]C#N,CCCCSCCCc1cc(O)c2c(c1)N(C)C(C)CC2CCO
CCCC/C(=C/C=C/C(=O)O)c1cccc(OC)c1.O=[N+]([O-])c1ccc(O)cc1,CCCC/C(=C/C=C/C(=O)Oc1ccc([N+](=O)[O-])cc1)c1cccc(OC)c1
C1CN(SSN2CCOCC2)CCO1.CC(C)N=C=O,CC(C)NC(=O)N1CCOCC1
Cc1cc(O)cc(C)c1C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C)C(=O)NCCCc1ccccc1.O=C(Cl)OCc1ccccc1,Cc1cc(OC(=O)OCc2ccccc2)cc(C)c1C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C)C(=O)NCCCc1ccccc1
CCN(CC)CCN1C(=O)c2cc(Cl)c(S(N)(=O)=O)cc2C1=O,O=C1NC(=O)c2ccccc21
N#CCC(=O)NN.O=C(C(=O)c1ccccc1)c1ccccc1,N#Cc1c(-c2ccccc2)c(-c2ccccc2)n[nH]c1=O
Cn1nc(-c2ccccc2)c(O)c1-c1ccccc1.O=[N+]([O-])c1ccc(Cl)cc1,Cn1nc(-c2ccccc2)c(Oc2ccc([N+](=O)[O-])cc2)c1-c1ccccc1
CCOC(=O)Cl.COC(=O)c1cccnc1.Fc1cc[c]([Mg][Br])cc1,CCOC(=O)N1C=CC(c2ccc(F)cc2)C(C(=O)OC)=C1
CC(C)(C)OC(=O)NC1C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(c3cnc(N)s3)CSC12.O=C(Cl)c1ccccc1,CC(C)(C)OC(=O)NC1C(=O)N2C(C(=O)OC(c3ccccc3)c3ccccc3)=C(c3cnc(NC(=O)c4ccccc4)s3)CSC12
CCOC(=O)c1nc2nc3cc(OCc4ccccc4)c(OC)cc3cc2c(=O)[nH]1,CCOC(=O)c1nc2nc3cc(O)c(OC)cc3cc2c(=O)[nH]1
COc1cccc2c1C(=O)NS2(=O)=O,O=C1NS(=O)(=O)c2cccc(O)c21
CCOCC.CO[C@H]1C[C@@H](NC(=O)C(F)(F)F)[C@@H](O)[C@H](C)O1,CO[C@H]1C[C@@H](NC(=O)C(F)(F)F)[C@@H](OC)[C@H](C)O1
CC1=C(/C=C/C(C)O)C(C)(C)CC(=O)C1.Cc1ccc(S(=O)(=O)O)cc1,C=CC=CC1=C(C)C(=O)CCC1(C)C
O=C(O)c1cccc(Oc2ccccc2)c1,OCc1cccc(Oc2ccccc2)c1
CC(CO)(CO)OCc1ccccc1F.O=C1CCCCC1,CC1(OCc2ccccc2F)COC2(CCCCC2)OC1
N#CCc1ccc(C(=O)O)cc1.O=S(Cl)Cl,N#CCc1ccc(C(=O)Cl)cc1
Cc1[nH]c(-c2ccccc2)nc1CO,Cc1[nH]c(-c2ccccc2)nc1C=O
CC(=O)Cl.Oc1ccc(-c2ccc(C=C(Br)Br)s2)cc1,CC(=O)Oc1ccc(-c2ccc(C=C(Br)Br)s2)cc1
Clc1ccc2ccccc2c1.O=C(Cl)C1CCNCC1,O=C(c1ccc2cc(Cl)ccc2c1)C1CCNCC1
CCCCBr.COC(=O)CCCCCCCCc1ccc(O)cc1,CCCCOc1ccc(CCCCCCCCC(=O)O)cc1
CC#N.NC(=O)[C@@H]1CCCN1.NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NCc1ccccc1.O=C(O)[C@H](Cc1c[nH]cn1)NCc1ccccc1,C(=NC1CCCCC1)=NC1CCCCC1
CC(C)(C)n1ncc(O)c(Cl)c1=O.Cc1ccc(C(C)Cl)cc1,Cc1ccc(C(C)Oc2cnn(C(C)(C)C)c(=O)c2Cl)cc1
CC(=O)O.OC1=CC(=NNc2cccc(F)c2)CCC1,O=C1CCCc2[nH]c3cc(F)ccc3c21
CC(C)[P+](c1ccccc1)(c1ccccc1)c1ccccc1.CCOC(=O)c1ccc(C=O)o1,CCOC(=O)c1ccc(C=C(C)C)o1
CSC1=NC(=O)CN1.NCCCOc1cc(CN2CCCCC2)ccn1,O=C1CNC(CCCOc2cc(CN3CCCCC3)ccn2)=N1
C=CCc1nnc(N=C=O)s1.COCC(C=O)NCCCBr,C=CCc1nnc(NC(=O)N(CCCBr)C(C=O)COC)s1
O=C1c2cccc3cccc(c23)C(=O)N1CCCCN1CCC(O)(c2ccccc2)CC1,O=C1c2cccc3cccc(c23)C(O)N1CCCCN1CCC(O)(c2ccccc2)CC1
CC(C=O)Cc1ccc(C(C)(C)C)cc1.CC1CCCNC1,CC1CCCN(CC(C)Cc2ccc(C(C)(C)C)cc2)C1
C=CCCC(=O)O.CCI,C=CCCC(=O)OCC
CNC(CO)CCOc1ccccc1.O=CO,CN(C)C(CO)CCOc1ccccc1
C=[N+]=[N-].CO[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,CO[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C
CCCc1c(COc2ccc(Cc3nnnn3CCCBr)cc2)ccc(C(C)=O)c1O.CNC,CCCc1c(COc2ccc(Cc3nnnn3CCCN(C)C)cc2)ccc(C(C)=O)c1O
CN(C)CCO.COC(=O)c1cc(F)ccc1Nc1ccnc2cc(Cl)ccc12,CN(C)CCOC(=O)c1cc(F)ccc1Nc1ccnc2cc(Cl)ccc12
CC1CCc2c(N3CCNCC3)ccc3c(=O)c(C(=O)O)cn1c23,CC1CCc2c(N3CCNCC3)ccc3c2N1C=C(C(=O)O)C3
CCCOC(=N)CCl.COC(=O)c1ccccc1S,CCCOC(=N)c1sc2ccccc2c1O
CC(=O)c1ccc(Oc2ncccc2C(=O)Cl)cc1,CC(=O)c1ccc2oc3ncccc3c(=O)c2c1
BrBr.CC(=O)c1cccc(Cl)c1Cl.CCCCO,Clc1cccc(C2(CBr)OCCO2)c1Cl
CN(C(=O)c1ccc([N+](=O)[O-])cc1)[C@@H]1CN(C2CCCCC2)C[C@H]1O,CN(C(=O)c1ccc(N)cc1)[C@@H]1CN(C2CCCCC2)C[C@H]1O
CN(C)C=Nc1c(Cl)cc(N)cc1Cl.O=Cc1ccccc1O,CN(C)C=Nc1c(Cl)cc(N=Cc2ccccc2O)cc1Cl
CCOC(=O)Cc1c(C(=O)OCC)ccn1C.O=C(Cl)c1ccc(Cl)cc1,CCOC(=O)Cc1c(C(=O)OCC)cc(C(=O)c2ccc(Cl)cc2)n1C
O=C1c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2OC12CC2,Nc1cc(N)c2c(c1)C(=O)C1(CC1)O2
CC(=O)OC(C)=O.Nc1c(Cl)cc(NC(=O)C(Cl)(Cl)Cl)cc1Cl,O=CNc1c(Cl)cc(NC(=O)C(Cl)(Cl)Cl)cc1Cl
CCC(C)C(=O)O.CCCCCCCCCCCOc1cnc(-c2ccc(O)cc2)nc1,CCCCCCCCCCCOc1cnc(-c2ccc(OC(=O)[C@@H](C)CC)cc2)nc1
CCCCCCCCCCCCc1ccc(NC(C)=O)c([N+](=O)[O-])c1,CCCCCCCCCCCCc1ccc(N)c([N+](=O)[O-])c1
CC(C)(C)C(=O)OCI.CC/C=C\C1=C(C(=O)O)N2C(=O)C(NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,CC/C=C\C1=C(C(=O)OCOC(=O)C(C)(C)C)N2C(=O)C(NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1
CN(C)CCCN.O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,CN(C)CCCNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Cc1ccc(N2CCc3cc(Br)ccc32)c(NC(=O)N2CCN(C)CC2)c1,Cc1ccc2c(c1)N=C(N1CCN(C)CC1)c1cc(Br)cc3c1N2CC3
CC(C)(C)NNC1(C#N)CCCCC1,CC(C)(C)N=NC1(C#N)CCCCC1
NN.O=C1Cc2cc(C(=O)[C@H]3CC[C@H]3C(=O)O)ccc2N1,O=C1Cc2cc(C3=NNC(=O)C4CCC34)ccc2N1
CCCCCCON=C(C(=O)O)C1=CSCCO1.NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12,CCCCCCON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12)C1=CSCCO1
Cc1ccc(C(=O)CC2CCCCC2=O)cc1.Nc1ccc(O)c(C(=O)O)c1,Cc1ccc(-c2cc3c(n2-c2ccc(O)c(C(=O)O)c2)CCCC3)cc1
CN(C)C(=O)N(C)C(=O)Cl.Nc1ccccc1,CN(C)C(=O)N(C)C(=O)Nc1ccccc1
CC(=O)c1cc(OCC(O)COc2ccc(C#N)cc2)ccc1O.CCOCC.CC[O-],CCOC(=O)c1cc(=O)c2cc(OCC(O)COc3ccc(C#N)cc3)ccc2o1
CC(=O)OC(C)=O.Nc1cnc2ccccc2c1S,Cc1nc2cnc3ccccc3c2s1
CC(C)(C)C(=O)CSc1ccc(Cl)cc1,CC(C)(C)C(O)CSc1ccc(Cl)cc1
CCNCCNCC.O=CC=O,CCN1CCN(CC)C(=O)C1
COc1ccc(-c2nc(C)c(C)o2)cc1,Cc1nc(-c2ccc(O)cc2)oc1C
Cc1cccc2cncn12.N#CCCCCBr,N#CCCCCCc1cccc2cncn12
CC(=O)OC(C)(C)C.COC(=O)C[C@H](O)COC(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)(C)OC(=O)CC(=O)C[C@H](O)COC(c1ccccc1)(c1ccccc1)c1ccccc1
N#CC1CCC(=O)C1CCCCC=O.SCCS,N#CC1CCC(=O)C1CCCCC1SCCS1
CCCN(CCC)CC(=O)N1c2cc(C)c(C)cc2-n2c(n[nH]c2=O)-c2cccnc21.CN(C)CCCCl,CCCN(CCC)CC(=O)N1c2cc(C)c(C)cc2-n2c(nn(CCCN(C)C)c2=O)-c2cccnc21
NCC(=O)O.O=C(OCc1ccccc1)ON1C(=O)CCC1=O,O=C(O)CNC(=O)OCc1ccccc1
COc1ccnc(C(=O)O)c1.Nc1nnn[nH]1,COc1ccnc(C(=O)Nc2nnn[nH]2)c1
NC(=O)C1(c2ccccc2)CCN(Cc2ccccc2)C1,NCC1(c2ccccc2)CCN(Cc2ccccc2)C1
CCCSc1ccc(N)c(N)c1.COC(=O)Cl.N#CN,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
CCOC(=O)C1=C(NC(=O)Nc2cc(C(=O)OC(C)C)c(F)cc2F)CCC1,CC(C)OC(=O)c1cc(-n2c(=O)[nH]c3c(c2=O)CCC3)c(F)cc1F
NCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=c1c2cc(Cl)ccc2ccn2cccc12,NCCC=C1c2cc(Cl)ccc2C=Cn2cccc21
CC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CC(O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
CCOC(=O)CC(=O)c1ccccc1.O=C([O-])O,O=C(O)c1c(-c2ccccc2)oc(-c2ccccc2)cc1=O
CC(=O)Cl.Nc1nc(Cl)c(Cl)nc1[N+](=O)[O-],CC(=O)Nc1nc(Cl)c(Cl)nc1[N+](=O)[O-]
O=[N+]([O-])c1cc(-c2ccccc2C(F)(F)F)ccc1Oc1ccc(-c2ccccc2C(F)(F)F)cc1[N+](=O)[O-],Nc1cc(-c2ccccc2C(F)(F)F)ccc1Oc1ccc(-c2ccccc2C(F)(F)F)cc1N
CC(C)NS(=O)(=O)Cl.COC(=O)NC(=N)OC(C)C,COC(=O)NC(=NS(=O)(=O)NC(C)C)OC(C)C
CC(=O)N1CCNC1=O.Nc1ccccc1Cl,Clc1ccccc1NC1=NCCN1
CC(=O)CC(C)=O.O=CCCl,CC(=O)c1ccoc1C
CCC(=N)N.O=C=Nc1ccc(Cl)cc1,CCC(=N)NC(=O)Nc1ccc(Cl)cc1
CCN(CC)c1ccc(C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)O)cc1.CCN(CC)c1cccc(N(CC)CC)c1,CCN(CC)c1ccc(C2(c3ccc(N(CC)CC)cc3N(CC)CC)OC(=O)c3c(Cl)c(Cl)c(Cl)c(Cl)c32)cc1
C1COCCN1.CC(=O)c1cccc(C(=O)c2cccs2)c1C.O,Cc1cccc(C(=O)c2cccs2)c1CC(=O)O
Cc1cccc(N)c1C.O=[N+]([O-])c1ccccc1F,Cc1cccc(Nc2ccccc2[N+](=O)[O-])c1C
CC(=O)Nc1ccc(S)cc1.O=C1Nc2ccc(OCCCCCl)cc2C(C2CCCCC2)(C2CCCCC2)O1,CC(=O)Nc1ccc(SCCCCOc2ccc3c(c2)C(C2CCCCC2)(C2CCCCC2)OC(=O)N3)cc1
CCOC(=O)C(CC)CCCC(=O)Cl.Cc1c[nH]c(=O)[nH]1,CCOC(=O)CCCCC(=O)c1[nH]c(=O)[nH]c1C
CO.C[O-].Cc1c(F)c([N+](=O)[O-])cc[n+]1[O-],COc1cc[n+]([O-])c(C)c1OC
CCN(CC)SCl.CN=C=O.F,CCN(CC)SN(C)C(=O)F
NCC(=O)c1ccc(Cl)cc1.O=C(Cl)CCl,O=C(CCl)NCC(=O)c1ccc(Cl)cc1
CC1C=C(C(=O)OCC(Cl)(Cl)Cl)N2C(=O)C(NC(=O)Cc3ccccc3)[C@H]2S1,CC1C=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccccc3)[C@H]2S1
Cc1cc(N2CCSCC2)c(C#N)c(C)[n+]1[O-].[OH-],Cc1cc(N2CCSCC2)c(C(N)=O)c(C)[n+]1[O-]
CC(CCCC(=O)O)NC(=O)C(C)SC(=O)c1ccccc1,CC(CCCC(=O)O)NC(=O)C(C)S
O=C(O)Cc1ccccn1.OCC1CCCCC1,O=C(Cc1ccccn1)OCC1CCCCC1
O=C1CCC(=O)N1Br.O=c1[nH]c2ncccc2o1,O=c1[nH]c2ncc(Br)cc2o1
COc1ccc(-n2cccc2)c([N+](=O)[O-])c1,COc1ccc(-n2cccc2)c(N)c1
Cc1cc(CCCCCBr)on1.Oc1ccc(-c2ccco2)cc1,Cc1cc(CCCCCOc2ccc(-c3ccco3)cc2)on1
C=CC#N.CC(C)C1C2CCC(C2)C1CCC(=O)CCC1C2CCC(C2)C1C(C)C.NCCCC1CCCNC1,CC(C)C1C2CCC(C2)C1CCC(CCC1C2CCC(C2)C1C(C)C)NCCCC1CCCN(CCCN)C1
ClCCCBr.O=c1ccc2ccc(O)cc2o1,O=c1ccc2ccc(OCCCCl)cc2o1
CCOC(=O)CBr.O=C(CBr)c1ccc(-c2ccc(F)cc2)cc1,CCOC(=O)/C=C/C(=O)c1ccc(-c2ccc(F)cc2)cc1
CSC(=C[N+](=O)[O-])SC.NCCCCc1c[nH]cn1,CSC(=C[N+](=O)[O-])NCCCCc1c[nH]cn1
CCC(N)CC.COCc1c(C#N)c(Cl)nc(C)c1[N+](=O)[O-],CCC(CC)Nc1nc(C)c([N+](=O)[O-])c(COC)c1C#N
